Loan Status,Current Loan Amount,Term,Credit Score,Years in current job,Home Ownership,Annual Income,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
Fully Paid,99999999,Short Term,712,2,Rent,23446,DebtConsolidation,539.25,16.9,49,10,0,9431,14554,0,0
Fully Paid,99999999,Long Term,697,10,Rent,56556,DebtConsolidation,1065.13,15.3,NA,21,0,11169,43971,0,0
Fully Paid,99999999,Short Term,718,3,Mortgage,138348,HomeImprovements,2259.69,12,NA,21,0,10000,49998,0,0
Fully Paid,99999999,Short Term,740,3,Own Home,34307,HomeImprovements,691.85,13.5,NA,7,0,5157,19029,0,0
Fully Paid,99999999,Short Term,746,0.5,Mortgage,67358,Vacation,578.16,19,NA,5,0,11106,20490,0,0
Fully Paid,99999999,Short Term,737,10,Mortgage,72043,DebtConsolidation,972.58,22.4,NA,14,1,15087,23427,0,1
Fully Paid,99999999,Short Term,746,0.5,Mortgage,73044,DebtConsolidation,1144.36,41.4,NA,18,0,45822,72161,0,0
Fully Paid,99999999,Short Term,726,10,Mortgage,138166,Other,584.9,25.4,72,4,2,3935,6658,1,1
Fully Paid,99999999,Short Term,726,7,Mortgage,40644,HomeImprovements,54.87,13.9,18,3,0,76,1016,0,0
Fully Paid,99999999,Long Term,738,1,Own Home,112508,MajorPurchase,574.73,14.5,NA,5,0,2524,15777,0,0
Fully Paid,99999999,Short Term,683,10,Rent,48190,DebtConsolidation,1309.16,6.3,NA,8,1,2586,6805,1,0
Fully Paid,99999999,Long Term,707,5,Mortgage,294990,MedicalBills,2384.5,29.4,NA,12,0,22177,47899,0,0
Fully Paid,99999999,Short Term,741,10,Mortgage,48701,DebtConsolidation,484.17,10.5,NA,5,0,15815,20406,0,0
Fully Paid,99999999,Short Term,742,5,Rent,29547,DebtConsolidation,635.26,6,NA,9,0,5999,22985,0,0
Fully Paid,99999999,Short Term,705,2,Mortgage,25453,DebtConsolidation,126.2,10.9,11,25,1,2361,8031,1,0
Fully Paid,99999999,Long Term,733,8,Rent,79320,DebtConsolidation,1559.96,14.9,17,16,0,7086,15678,0,0
Fully Paid,99999999,Short Term,726,8,Mortgage,63531,DebtConsolidation,667.08,22.8,16,6,0,6286,7430,0,0
Fully Paid,99999999,Short Term,743,10,Mortgage,75690,DebtConsolidation,1753.49,23.5,NA,7,0,32038,41990,0,0
Fully Paid,99999999,Short Term,746,7,Mortgage,90522,HomeImprovements,277.6,17.2,9,6,0,6222,20266,0,0
Fully Paid,99999999,Short Term,745,10,Mortgage,109835,DebtConsolidation,2059.41,18.9,NA,11,0,32560,42451,0,0
Fully Paid,99999999,Short Term,744,2,Rent,45077,DebtConsolidation,266.33,18.4,NA,8,1,10696,26476,1,0
Fully Paid,99999999,Short Term,690,10,Mortgage,58655,DebtConsolidation,1168.22,12.2,48,13,0,19610,22159,0,0
Fully Paid,99999999,Short Term,744,6,Mortgage,103010,Other,2446.48,26,38,13,0,26562,35559,0,0
Fully Paid,99999999,Short Term,741,1,Rent,60912,DebtConsolidation,474.1,13.7,NA,10,3,8406,21334,1,2
Fully Paid,99999999,Short Term,715,5,Rent,35322,DebtConsolidation,300.24,19,42,7,0,10369,13625,0,0
Fully Paid,99999999,Short Term,748,3,Mortgage,81763,DebtConsolidation,452.42,13.5,NA,7,0,8867,12648,0,0
Fully Paid,99999999,Short Term,747,10,Mortgage,72547,DebtConsolidation,378.46,38.7,12,9,0,13174,29340,0,0
Fully Paid,99999999,Long Term,708,1,Mortgage,254400,HomeImprovements,1119.36,16.5,NA,9,0,16215,118361,0,0
Fully Paid,99999999,Long Term,665,2,Own Home,32166,DebtConsolidation,766.64,10.9,NA,17,0,2180,5829,0,0
Fully Paid,99999999,Short Term,738,7,Mortgage,50743,DebtConsolidation,1332,20.7,62,17,0,16679,32768,0,0
Fully Paid,99999999,Short Term,744,1,Mortgage,78832,DebtConsolidation,656.94,19.7,26,9,0,5446,12906,0,0
Fully Paid,99999999,Short Term,733,5,Mortgage,120940,DebtConsolidation,2469.2,24.2,NA,12,0,72297,77240,0,0
Fully Paid,99999999,Short Term,740,0.5,Rent,24351,DebtConsolidation,379.47,21.3,NA,9,3,4389,13674,2,1
Fully Paid,99999999,Short Term,724,3,Rent,70525,DebtConsolidation,1551.55,15,23,16,0,21652,24192,0,0
Fully Paid,99999999,Short Term,739,5,Mortgage,63447,CarPurchase,1263.66,17.9,21,6,0,2413,5534,0,0
Fully Paid,99999999,Long Term,643,10,Mortgage,61428,DebtConsolidation,1617.6,19.8,14,11,0,14366,24063,0,0
Fully Paid,99999999,Short Term,742,8,Own Home,52224,DebtConsolidation,1405.7,33,NA,14,0,16548,80721,0,0
Fully Paid,99999999,Short Term,706,7,Rent,84062,DebtConsolidation,635.37,15.3,NA,15,0,13200,19849,0,0
Fully Paid,99999999,Short Term,746,2,Mortgage,46058,Other,483.6,15.4,62,6,1,2146,11793,1,0
Fully Paid,99999999,Short Term,656,1,Rent,84065,HomePurchase,1457.13,13.3,NA,8,1,7792,9876,1,0
Fully Paid,99999999,Short Term,744,1,Mortgage,112562,DebtConsolidation,2054.26,13.5,NA,13,0,38086,62641,0,0
Fully Paid,99999999,Short Term,729,8,Mortgage,168487,MedicalBills,1712.95,25,NA,7,0,102434,127564,0,0
Fully Paid,99999999,Short Term,718,6,Rent,35678,DebtConsolidation,933.58,16.2,45,17,0,13047,35551,0,0
Fully Paid,99999999,Short Term,744,1,Mortgage,63296,DebtConsolidation,743.73,15.6,NA,12,0,5451,27117,0,0
Fully Paid,99999999,Short Term,741,0.5,Mortgage,53072,HomeImprovements,1264.87,40.3,NA,14,0,17720,34475,0,0
Fully Paid,99999999,Long Term,673,10,Rent,70700,DebtConsolidation,1031.04,19.6,56,10,0,9488,14848,0,0
Fully Paid,99999999,Short Term,694,7,Mortgage,81960,DebtConsolidation,2008.02,28.8,NA,13,0,84859,111072,0,0
Fully Paid,99999999,Short Term,739,9,Mortgage,72994,DebtConsolidation,650.86,19.9,28,10,0,10021,20083,0,0
Fully Paid,99999999,Short Term,742,0.5,Rent,29958,DebtConsolidation,429.4,18,52,9,1,3505,8487,1,0
Fully Paid,99999999,Short Term,716,6,Mortgage,44586,DebtConsolidation,378.98,11.3,12,11,2,3077,13557,2,0
Fully Paid,99999999,Short Term,726,10,Own Home,52603,DebtConsolidation,1144.12,14,6,18,0,13466,33666,0,0
Fully Paid,99999999,Short Term,737,10,Own Home,144398,DebtConsolidation,2093.76,19.3,NA,14,0,38601,90825,0,0
Fully Paid,99999999,Long Term,688,10,Mortgage,99790,HomeImprovements,454.87,17.5,NA,5,1,21008,30054,1,0
Fully Paid,99999999,Long Term,714,0.5,Mortgage,68523,HomeImprovements,1490.38,12.7,NA,13,0,4848,23537,0,0
Fully Paid,99999999,Short Term,748,8,Own Home,82160,DebtConsolidation,1971.85,34.9,32,12,0,25466,27862,0,0
Fully Paid,99999999,Short Term,726,4,Rent,78048,DebtConsolidation,799.99,9.5,NA,9,0,20391,31811,0,0
Fully Paid,99999999,Long Term,745,2,Mortgage,90864,DebtConsolidation,545.94,21.2,24,15,0,3922,42633,0,0
Fully Paid,99999999,Short Term,729,3,Rent,401680,DebtConsolidation,56.91,11.5,1,4,0,2965,74135,0,0
Fully Paid,99999999,Short Term,738,10,Mortgage,84785,DebtConsolidation,840.78,15.5,NA,15,0,32904,58967,0,0
Fully Paid,99999999,Short Term,746,10,Mortgage,75537,Other,19.51,14,47,8,0,281,9675,0,0
Fully Paid,99999999,Short Term,739,1,Rent,29802,CarPurchase,389.41,11.8,41,18,0,1557,1689,0,0
Fully Paid,99999999,Short Term,666,7,Rent,50945,Other,1057.11,20.5,25,13,0,8309,10599,0,0
Fully Paid,99999999,Long Term,732,10,Rent,38851,DebtConsolidation,759.86,21.2,80,13,0,15336,18771,0,0
Fully Paid,99999999,Short Term,741,9,Rent,105851,DebtConsolidation,1464.27,15,61,11,0,12793,44730,0,0
Fully Paid,99999999,Long Term,726,10,Mortgage,52666,DebtConsolidation,1127.94,19.4,40,10,0,11217,27972,0,0
Fully Paid,99999999,Short Term,672,0.5,Rent,14000,Other,192.5,21.4,80,10,3,2425,8031,1,0
Fully Paid,99999999,Short Term,737,3,Own Home,29780,DebtConsolidation,600.57,19.4,8,7,0,2327,3458,0,0
Fully Paid,99999999,Short Term,709,2,Mortgage,97790,DebtConsolidation,190.69,26.8,NA,5,1,4194,6743,1,0
Fully Paid,99999999,Short Term,728,1,Rent,55253,DebtConsolidation,801.17,22,13,13,1,2297,8537,1,0
Fully Paid,99999999,Long Term,670,3,Mortgage,42669,DebtConsolidation,583.14,13,62,16,0,9031,37786,0,0
Fully Paid,99999999,Short Term,747,3,Rent,49560,DebtConsolidation,788.83,9.1,NA,18,0,6250,9920,0,0
Fully Paid,99999999,Long Term,727,10,Mortgage,69594,DebtConsolidation,991.71,15.6,NA,14,0,34146,52613,0,0
Fully Paid,99999999,Short Term,702,10,Mortgage,76704,DebtConsolidation,1214.48,12.5,20,16,0,3490,14665,0,0
Fully Paid,99999999,Short Term,648,10,Mortgage,75750,Other,1458.19,17.4,NA,18,0,17261,17073,0,0
Fully Paid,99999999,Short Term,731,10,Mortgage,30551,DebtConsolidation,394.61,19.1,NA,7,1,12113,19227,1,0
Fully Paid,99999999,Short Term,741,10,Mortgage,61116,DebtConsolidation,203.72,21.5,NA,6,0,7056,11605,0,0
Fully Paid,99999999,Short Term,737,10,Mortgage,66047,DebtConsolidation,1166.82,15.8,NA,10,0,46292,54462,0,0
Fully Paid,99999999,Long Term,680,10,Mortgage,79456,DebtConsolidation,874.02,29.7,11,18,0,27572,44979,0,0
Fully Paid,99999999,Short Term,740,9,Mortgage,56325,DebtConsolidation,943.45,17.1,NA,12,0,17127,31028,0,0
Fully Paid,99999999,Long Term,731,10,Rent,48980,DebtConsolidation,824.5,28.3,21,10,0,46465,115013,0,0
Fully Paid,99999999,Short Term,747,10,Mortgage,129835,HomeImprovements,1264.81,24.5,NA,13,0,11541,37715,0,0
Fully Paid,99999999,Short Term,717,10,Mortgage,60792,MedicalBills,967.61,25.5,1,11,0,4022,14064,0,0
Fully Paid,99999999,Short Term,751,10,Mortgage,94207,HomeImprovements,105.2,33.1,NA,19,0,2786,79604,0,0
Fully Paid,99999999,Short Term,750,2,Mortgage,294840,HomeImprovements,208.85,14.9,NA,7,0,4428,28938,0,0
Fully Paid,99999999,Short Term,751,6,Mortgage,111808,DebtConsolidation,896.33,22.4,65,10,0,19499,38843,0,0
Fully Paid,99999999,Long Term,686,10,Mortgage,71633,DebtConsolidation,919.29,20.2,NA,5,1,38865,50475,1,0
Fully Paid,99999999,Short Term,730,4,Rent,64336,DebtConsolidation,1683.45,21.1,64,6,0,8182,9091,0,0
Fully Paid,99999999,Long Term,720,8,Mortgage,80128,DebtConsolidation,1682.69,17.8,NA,14,0,143784,183632,0,0
Fully Paid,99999999,Short Term,639,10,Own Home,79424,BusinessLoan,986.18,17,NA,22,0,34233,99513,0,0
Fully Paid,99999999,Short Term,746,2,Mortgage,70910,HomeImprovements,104.59,30.7,NA,4,0,7225,19958,0,0
Fully Paid,99999999,Long Term,707,0.5,Mortgage,106454,DebtConsolidation,587.27,40.1,NA,13,1,5384,9953,1,0
Fully Paid,99999999,Short Term,734,5,Mortgage,40106,DebtConsolidation,818.83,13.8,55,10,0,10074,13505,0,0
Fully Paid,99999999,Short Term,738,4,Mortgage,104051,DebtConsolidation,1526.08,8.7,NA,15,0,15285,21025,0,0
Fully Paid,99999999,Short Term,655,10,Mortgage,43661,Other,447.53,25.3,NA,7,0,16090,17662,0,0
Fully Paid,99999999,Short Term,745,10,Mortgage,98319,DebtConsolidation,1327.31,21.7,NA,23,0,7245,71031,0,0
Fully Paid,99999999,Long Term,703,6,Rent,37457,DebtConsolidation,775.67,24,77,13,0,22340,29826,0,0
Fully Paid,99999999,Long Term,724,10,Mortgage,54357,DebtConsolidation,457.5,15.9,NA,6,0,11771,15129,0,0
Fully Paid,99999999,Short Term,733,2,Rent,44555,DebtConsolidation,597.77,6.6,11,11,0,8490,13455,0,0
Fully Paid,99999999,Short Term,743,1,Rent,46639,DebtConsolidation,197.83,43.3,NA,3,1,7709,12275,1,0
Fully Paid,99999999,Short Term,736,3,Mortgage,140378,DebtConsolidation,1789.82,31.4,NA,23,0,22199,52356,0,0
Fully Paid,99999999,Long Term,726,9,Own Home,70973,DebtConsolidation,1271.6,10.1,NA,19,0,12722,48933,0,0
Fully Paid,99999999,Long Term,668,4,Mortgage,63216,CarPurchase,218.62,24.5,40,4,0,5336,6468,0,0
Fully Paid,99999999,Long Term,667,10,Mortgage,80512,DebtConsolidation,1429.09,29,NA,23,0,34879,42796,0,0
Fully Paid,99999999,Short Term,726,1,Rent,84831,DebtConsolidation,1194.7,11.1,NA,13,0,13745,15496,0,0
Fully Paid,99999999,Short Term,723,10,Mortgage,238392,DebtConsolidation,1688.61,21,78,12,0,10729,13512,0,0
Fully Paid,99999999,Short Term,747,1,Rent,60570,DebtConsolidation,590.56,14.9,NA,7,0,25392,41423,0,0
Fully Paid,99999999,Short Term,747,1,Own Home,29265,HomeImprovements,91.21,11,NA,4,0,149,14925,0,0
Fully Paid,99999999,Short Term,742,2,Rent,35734,DebtConsolidation,383.24,24.5,NA,2,0,0,0,0,0
Fully Paid,99999999,Short Term,739,10,Rent,78736,DebtConsolidation,944.83,25.1,NA,10,0,17980,35049,0,0
Fully Paid,99999999,Long Term,695,5,Mortgage,91782,DebtConsolidation,1399.67,13.6,NA,13,0,12753,23145,0,0
Fully Paid,99999999,Short Term,743,10,Mortgage,61368,DebtConsolidation,1283.6,18.4,NA,14,0,28968,39200,0,0
Fully Paid,99999999,Short Term,708,5,Rent,42389,DebtConsolidation,989.08,17.9,44,10,0,5220,9962,0,0
Fully Paid,99999999,Long Term,664,1,Rent,125588,Other,1077.96,9,38,7,0,2528,27778,0,0
Fully Paid,99999999,Short Term,741,0.5,Mortgage,85587,HomeImprovements,1105.49,18.5,NA,13,0,40451,59839,0,0
Fully Paid,99999999,Short Term,740,10,Mortgage,80624,HomeImprovements,290.92,30.4,54,10,0,27574,91306,0,0
Fully Paid,99999999,Short Term,704,4,Mortgage,25523,DebtConsolidation,487.05,8.1,NA,9,0,9353,12973,0,0
Fully Paid,99999999,Long Term,725,10,Mortgage,141918,DebtConsolidation,1478.31,26.8,NA,18,0,3298,73279,0,0
Fully Paid,99999999,Long Term,715,10,Mortgage,58998,DebtConsolidation,909.55,27.1,16,5,0,14323,16425,0,0
Fully Paid,99999999,Short Term,735,1,Rent,206476,DebtConsolidation,1287.03,26,NA,10,0,15013,21447,0,0
Fully Paid,99999999,Short Term,741,10,Mortgage,160896,DebtConsolidation,435.76,22.1,NA,7,2,15947,46764,1,1
Fully Paid,99999999,Short Term,743,10,Rent,42411,DebtConsolidation,526.61,16.6,NA,3,0,5059,5821,0,0
Fully Paid,99999999,Long Term,677,10,Own Home,82178,DebtConsolidation,1527.15,21,NA,10,0,40032,56462,0,0
Fully Paid,99999999,Long Term,693,8,Rent,250292,DebtConsolidation,3481.14,40,NA,16,0,46522,72578,0,0
Fully Paid,99999999,Short Term,746,3,Mortgage,45630,Other,152.1,18,NA,12,0,5922,25308,0,0
Fully Paid,99999999,Long Term,640,4,Mortgage,64058,HomeImprovements,800.72,13.5,70,11,1,6910,16145,0,0
Fully Paid,99999999,Short Term,710,5,Mortgage,74705,DebtConsolidation,827.99,14.9,36,5,0,4900,5792,0,0
Fully Paid,99999999,Short Term,679,10,Rent,30306,MedicalBills,636.43,15.6,34,8,0,10245,11512,0,0
Fully Paid,99999999,Long Term,725,10,Mortgage,48547,DebtConsolidation,1153,22.1,NA,8,0,17932,26885,0,0
Fully Paid,99999999,Short Term,751,10,Mortgage,39680,Other,51.58,16.5,NA,8,0,2875,23957,0,0
Fully Paid,99999999,Long Term,730,1,Rent,43749,Other,601.55,22.7,NA,4,0,7693,10043,0,0
Fully Paid,99999999,Long Term,696,4,Own Home,36238,Other,214.41,13.8,42,6,0,5933,25140,0,0
Fully Paid,99999999,Short Term,743,10,Rent,30168,DebtConsolidation,326.82,19.1,NA,16,0,17291,58614,0,0
Fully Paid,99999999,Short Term,727,1,Own Home,27720,DebtConsolidation,242.55,17.5,NA,4,0,7402,17837,0,0
Fully Paid,99999999,Short Term,720,1,Rent,73869,DebtConsolidation,923.36,17.5,NA,18,0,24209,42323,0,0
Fully Paid,99999999,Short Term,741,10,Mortgage,100760,HomeImprovements,990.8,16.7,48,6,0,2551,4436,0,0
Fully Paid,99999999,Short Term,746,10,Mortgage,119268,HomeImprovements,1431.22,19.8,9,11,0,4646,12835,0,0
Fully Paid,99999999,Short Term,750,8,Mortgage,78376,DebtConsolidation,1463.02,26.1,NA,15,0,11700,74048,0,0
Fully Paid,99999999,Short Term,713,2,Mortgage,60096,DebtConsolidation,971.55,15,NA,11,0,8293,18934,0,0
Fully Paid,99999999,Short Term,751,10,Own Home,13272,DebtConsolidation,90.91,23.4,NA,4,0,5044,25221,0,0
Fully Paid,99999999,Short Term,727,5,Mortgage,84363,HomeImprovements,1546.64,19.6,NA,14,1,2178,11401,1,0
Fully Paid,99999999,Short Term,742,10,Mortgage,111429,DebtConsolidation,2005.72,27,30,14,0,32234,39309,0,0
Fully Paid,99999999,Long Term,641,4,Rent,259647,DebtConsolidation,3613.42,25.6,NA,14,0,183105,218502,0,0
Fully Paid,99999999,Short Term,720,2,Mortgage,29145,DebtConsolidation,221.26,6.8,NA,5,0,9024,13059,0,0
Fully Paid,99999999,Long Term,704,3,Rent,39184,DebtConsolidation,1008.99,18.5,NA,12,1,4959,11453,1,0
Fully Paid,99999999,Short Term,741,1,Own Home,15736,DebtConsolidation,279.32,16.8,20,8,0,9716,13723,0,0
Fully Paid,99999999,Short Term,731,1,Mortgage,30003,Other,601.06,12.3,58,4,0,909,2597,0,0
Fully Paid,99999999,Short Term,640,7,Rent,108537,DebtConsolidation,1325.96,24.7,NA,27,0,16783,49949,0,0
Fully Paid,99999999,Short Term,700,10,Rent,40184,Other,733.36,26.3,NA,7,1,5268,7735,1,0
Fully Paid,99999999,Long Term,728,10,Mortgage,39196,DebtConsolidation,545.48,20.1,NA,22,0,22696,135098,0,0
Fully Paid,99999999,Short Term,748,10,Mortgage,44546,Other,619.92,18.9,NA,9,0,1845,22780,0,0
Fully Paid,99999999,Short Term,736,7,Rent,32281,DebtConsolidation,468.07,19.4,NA,11,0,9374,11836,0,0
Fully Paid,99999999,Long Term,722,2,Rent,52567,DebtConsolidation,416.59,7.4,NA,3,0,7950,8087,0,0
Fully Paid,99999999,Short Term,739,10,Mortgage,115529,DebtConsolidation,1357.47,16.6,NA,9,0,17347,18593,0,0
Fully Paid,99999999,Long Term,734,3,Mortgage,120936,DebtConsolidation,1441.15,25,NA,24,0,21720,49589,0,0
Fully Paid,99999999,Short Term,747,2,Mortgage,117624,DebtConsolidation,1583.02,28.7,NA,11,0,35767,52062,0,0
Fully Paid,99999999,Long Term,739,10,Mortgage,90243,DebtConsolidation,891.15,24.2,NA,15,0,8955,61336,0,0
Fully Paid,99999999,Long Term,701,10,Mortgage,101100,DebtConsolidation,2830.8,15.6,18,13,0,89837,104341,0,0
Fully Paid,99999999,Short Term,742,2,Mortgage,38348,Other,453.79,9.4,NA,6,0,1839,5590,0,0
Fully Paid,99999999,Short Term,729,2,Rent,35551,DebtConsolidation,607.34,18.7,NA,7,0,8368,15354,0,0
Fully Paid,99999999,Short Term,645,6,Rent,24968,DebtConsolidation,220.54,13.7,NA,8,0,5626,5793,0,0
Fully Paid,99999999,Short Term,736,10,Mortgage,63837,DebtConsolidation,1143.75,12.5,41,16,0,19095,30024,0,0
Fully Paid,99999999,Short Term,724,10,Mortgage,73718,DebtConsolidation,133.92,17.9,NA,7,0,1323,1966,0,0
Fully Paid,99999999,Short Term,726,1,Rent,41971,DebtConsolidation,891.88,16,NA,7,0,8311,13692,0,0
Fully Paid,99999999,Long Term,653,4,Rent,60918,DebtConsolidation,1243.74,16.6,71,17,0,17965,33579,0,0
Fully Paid,99999999,Long Term,695,4,Rent,53472,DebtConsolidation,815.44,6.2,NA,11,0,10053,18651,0,0
Fully Paid,99999999,Long Term,699,1,Rent,75765,DebtConsolidation,770.28,11.1,NA,11,2,12806,21705,2,0
Fully Paid,99999999,Long Term,726,2,Rent,149475,DebtConsolidation,987.78,13.5,22,23,0,13800,24598,0,0
Fully Paid,99999999,Short Term,740,6,Rent,44060,DebtConsolidation,1112.5,6.4,NA,7,0,4461,8023,0,0
Fully Paid,99999999,Long Term,619,6,Rent,54406,DebtConsolidation,1065.45,12.7,NA,8,0,22938,31250,0,0
Fully Paid,99999999,Short Term,749,10,Mortgage,99231,DebtConsolidation,1273.46,17.4,NA,17,0,43785,113141,0,0
Fully Paid,99999999,Short Term,750,2,Mortgage,46934,HomeImprovements,14.86,30,NA,3,0,51,16948,0,0
Fully Paid,99999999,Short Term,744,10,Rent,133029,DebtConsolidation,1928.92,25.7,17,11,1,8440,20436,1,0
Fully Paid,99999999,Short Term,706,10,Mortgage,52661,Other,1707.08,14.6,36,14,0,27086,34460,0,0
Fully Paid,99999999,Short Term,739,10,Mortgage,48686,DebtConsolidation,194.75,11.4,15,8,0,6479,20767,0,0
Fully Paid,99999999,Short Term,710,1,Rent,122340,MedicalBills,1488.47,19.7,NA,12,0,35126,49683,0,0
Fully Paid,99999999,Short Term,738,8,Mortgage,109978,DebtConsolidation,2538.66,11.9,80,15,0,730,10137,0,0
Fully Paid,99999999,Short Term,732,4,Own Home,57165,DebtConsolidation,125.29,21.4,NA,5,1,1511,26050,1,0
Fully Paid,99999999,Short Term,698,1,Rent,37343,DebtConsolidation,886.89,13,NA,11,0,17472,19074,0,0
Fully Paid,99999999,Short Term,734,10,Mortgage,119856,DebtConsolidation,976.83,14.5,46,5,0,13926,15088,0,0
Fully Paid,99999999,Short Term,740,4,Mortgage,68349,DebtConsolidation,734.76,23.2,28,9,1,8805,10978,1,0
Fully Paid,99999999,Long Term,737,10,Own Home,18216,DebtConsolidation,50.55,15.3,NA,4,0,502,10912,0,0
Fully Paid,99999999,Short Term,737,4,Own Home,65088,DebtConsolidation,1361.43,15.2,39,10,0,3086,6309,0,0
Fully Paid,99999999,Short Term,743,1,Rent,124638,DebtConsolidation,1246.38,23.9,NA,10,0,27345,31324,0,0
Fully Paid,99999999,Short Term,728,10,Rent,51650,DebtConsolidation,1377.34,15,NA,12,0,30526,39439,0,0
Fully Paid,99999999,Short Term,746,10,Mortgage,306330,MedicalBills,1072.16,19.2,66,18,0,27531,53148,0,0
Fully Paid,99999999,Short Term,736,10,Rent,113310,Other,767.68,16.4,43,8,0,19566,29646,0,0
Fully Paid,99999999,Short Term,743,2,Mortgage,78747,DebtConsolidation,899.03,20.7,33,11,0,9293,12559,0,0
Fully Paid,99999999,Short Term,740,10,Mortgage,29023,DebtConsolidation,633.67,18.8,NA,11,0,10189,19445,0,0
Fully Paid,99999999,Short Term,747,4,Rent,41416,DebtConsolidation,608.47,17.6,NA,9,0,19927,53281,0,0
Fully Paid,99999999,Short Term,721,1,Rent,47539,DebtConsolidation,748.74,15,67,11,1,18424,24275,1,0
Fully Paid,99999999,Short Term,749,7,Mortgage,120312,DebtConsolidation,1874.86,22,NA,9,0,11397,14035,0,0
Fully Paid,99999999,Long Term,725,10,Mortgage,42013,DebtConsolidation,486.65,14.5,25,5,0,5692,8107,0,0
Fully Paid,99999999,Short Term,742,8,Rent,91278,DebtConsolidation,1140.98,31.6,NA,9,0,5000,20161,0,0
Fully Paid,99999999,Long Term,728,9,Own Home,110176,DebtConsolidation,1772,24.3,30,12,0,23834,46280,0,0
Fully Paid,99999999,Short Term,740,7,Mortgage,141386,HomeImprovements,2156.14,16.6,51,26,0,22559,104441,0,0
Fully Paid,99999999,Long Term,707,10,Mortgage,62131,DebtConsolidation,1936.4,14.1,6,11,0,1537,5433,0,0
Fully Paid,99999999,Short Term,743,1,Rent,121320,DebtConsolidation,93.01,10.9,NA,10,0,5406,96532,0,0
Fully Paid,99999999,Short Term,740,10,Mortgage,272250,DebtConsolidation,3924.93,16.8,65,15,0,25567,33640,0,0
Fully Paid,99999999,Short Term,741,6,Rent,79830,DebtConsolidation,971.26,17.2,79,16,1,15693,50299,1,0
Fully Paid,99999999,Short Term,721,5,Mortgage,34832,DebtConsolidation,775.01,13.7,77,18,0,17020,20705,0,0
Fully Paid,99999999,Long Term,713,8,Rent,59024,DebtConsolidation,998.49,17.6,NA,7,1,8239,23951,1,0
Fully Paid,99999999,Long Term,668,2,Own Home,52203,DebtConsolidation,704.74,13.1,NA,12,0,15792,16264,0,0
Fully Paid,99999999,Short Term,744,7,Mortgage,59754,DebtConsolidation,1105.45,13.7,37,18,0,4923,7864,0,0
Fully Paid,99999999,Long Term,739,10,Mortgage,75850,DebtConsolidation,891.24,25,NA,12,0,13898,90246,0,0
Fully Paid,99999999,Short Term,741,10,Mortgage,35745,DebtConsolidation,649.37,26.7,NA,8,0,12719,65227,0,0
Fully Paid,99999999,Short Term,732,5,Own Home,57958,HomeImprovements,1106.51,15.6,21,20,0,23793,31225,0,0
Fully Paid,99999999,Short Term,743,10,Mortgage,48793,DebtConsolidation,809.16,27.2,NA,13,0,29294,48823,0,0
Fully Paid,99999999,Short Term,735,7,Rent,61634,DebtConsolidation,883.43,20.1,41,9,0,6003,12128,0,0
Fully Paid,99999999,Long Term,745,10,Mortgage,59622,DebtConsolidation,770.12,16.4,NA,14,0,19941,57301,0,0
Fully Paid,99999999,Long Term,745,6,Own Home,68360,DebtConsolidation,1475.44,23,NA,15,0,13894,43420,0,0
Fully Paid,99999999,Long Term,745,10,Mortgage,80400,DebtConsolidation,1266.3,20.2,NA,10,0,33494,78256,0,0
Fully Paid,99999999,Long Term,689,2,Own Home,99500,DebtConsolidation,587.88,22,NA,5,0,8459,9358,0,0
Fully Paid,99999999,Short Term,742,1,Mortgage,65442,DebtConsolidation,482.09,10,7,8,0,3640,15229,0,0
Fully Paid,99999999,Short Term,730,10,Mortgage,77902,HomeImprovements,889.38,15.9,20,11,0,15658,25461,0,0
Fully Paid,99999999,Short Term,724,10,Rent,151215,DebtConsolidation,933.75,17.7,69,8,1,6140,8977,1,0
Fully Paid,99999999,Short Term,743,6,Mortgage,69076,HomeImprovements,800.13,16.1,51,20,0,10318,19358,0,0
Fully Paid,99999999,Short Term,741,4,Rent,73830,DebtConsolidation,799.83,14,61,7,0,6816,10734,0,0
Fully Paid,99999999,Short Term,700,10,Mortgage,152955,DebtConsolidation,3581.7,43.4,21,17,0,236176,282169,0,0
Fully Paid,99999999,Short Term,742,10,Mortgage,147180,DebtConsolidation,1300.09,29,NA,21,0,70361,246881,0,0
Fully Paid,99999999,Short Term,729,10,Mortgage,29319,DebtConsolidation,891.78,11.5,72,9,0,11966,17494,0,0
Fully Paid,99999999,Short Term,741,1,Rent,46055,DebtConsolidation,441.37,7.4,NA,4,0,9233,12245,0,0
Fully Paid,99999999,Short Term,694,10,Own Home,80640,DebtConsolidation,1263.36,21.3,NA,7,0,7684,8370,0,0
Fully Paid,99999999,Short Term,751,7,Mortgage,113873,Other,948.94,19.7,NA,14,0,4755,60189,0,0
Fully Paid,99999999,Short Term,745,10,Mortgage,81664,DebtConsolidation,1388.29,16.3,44,15,0,18269,43811,0,0
Fully Paid,99999999,Long Term,723,2,Rent,44640,DebtConsolidation,442.68,10.3,NA,4,0,11357,12704,0,0
Fully Paid,99999999,Short Term,729,10,Mortgage,84388,DebtConsolidation,1455.69,19.9,20,17,0,22243,36344,0,0
