Current Loan Amount,Credit Score,Years in current job,Annual Income,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Loan Status,
0,738,1,112508,574.73,14.5,32.83000934,5,0,2524,15777,0,0,Fully Paid,
0,683,10,48190,1309.16,6.3,42.51553358,8,1,2586,6805,1,0,Fully Paid,
0,707,5,294990,2384.5,29.4,19.41895655,12,0,22177,47899,0,0,Fully Paid,
0,741,10,48701,484.17,10.5,38.29300302,5,0,15815,20406,0,0,Fully Paid,
0,742,5,29547,635.26,6,39.28369487,9,0,5999,22985,0,0,Fully Paid,
0,705,2,25453,126.2,10.9,11,25,1,2361,8031,1,0,Fully Paid,
0,733,8,79320,1559.96,14.9,17,16,0,7086,15678,0,0,Fully Paid,
0,726,8,63531,667.08,22.8,16,6,0,6286,7430,0,0,Fully Paid,
0,743,10,75690,1753.49,23.5,37.02724707,7,0,32038,41990,0,0,Fully Paid,
0,746,7,90522,277.6,17.2,9,6,0,6222,20266,0,0,Fully Paid,
0,745,10,109835,2059.41,18.9,35.51320115,11,0,32560,42451,0,0,Fully Paid,
0,744,2,45077,266.33,18.4,44.04367737,8,1,10696,26476,1,0,Fully Paid,
0,690,10,58655,1168.22,12.2,48,13,0,19610,22159,0,0,Fully Paid,
0,744,6,103010,2446.48,26,38,13,0,26562,35559,0,0,Fully Paid,
0,741,1,60912,474.1,13.7,45.34611934,10,3,8406,21334,1,2,Fully Paid,
0,715,5,35322,300.24,19,42,7,0,10369,13625,0,0,Fully Paid,
0,748,3,81763,452.42,13.5,35.50639024,7,0,8867,12648,0,0,Fully Paid,
0,747,10,72547,378.46,38.7,12,9,0,13174,29340,0,0,Fully Paid,
0,708,1,254400,1119.36,16.5,22.023531,9,0,16215,118361,0,0,Fully Paid,
0,665,2,32166,766.64,10.9,31.95865821,17,0,2180,5829,0,0,Fully Paid,
0,738,7,50743,1332,20.7,62,17,0,16679,32768,0,0,Fully Paid,
0,744,1,78832,656.94,19.7,26,9,0,5446,12906,0,0,Fully Paid,
0,733,5,120940,2469.2,24.2,35.19981992,12,0,72297,77240,0,0,Fully Paid,
0,740,0.5,24351,379.47,21.3,52.92623506,9,3,4389,13674,2,1,Fully Paid,
0,724,3,70525,1551.55,15,23,16,0,21652,24192,0,0,Fully Paid,
0,739,5,63447,1263.66,17.9,21,6,0,2413,5534,0,0,Fully Paid,
0,643,10,61428,1617.6,19.8,14,11,0,14366,24063,0,0,Fully Paid,
0,742,8,52224,1405.7,33,34.90682269,14,0,16548,80721,0,0,Fully Paid,
0,706,7,84062,635.37,15.3,31.60377804,15,0,13200,19849,0,0,Fully Paid,
0,746,2,46058,483.6,15.4,62,6,1,2146,11793,1,0,Fully Paid,
0,656,1,84065,1457.13,13.3,37.60779151,8,1,7792,9876,1,0,Fully Paid,
0,744,1,112562,2054.26,13.5,35.70372921,13,0,38086,62641,0,0,Fully Paid,
0,729,8,168487,1712.95,25,32.7594858,7,0,102434,127564,0,0,Fully Paid,
0,718,6,35678,933.58,16.2,45,17,0,13047,35551,0,0,Fully Paid,
0,744,1,63296,743.73,15.6,35.58007508,12,0,5451,27117,0,0,Fully Paid,
0,741,0.5,53072,1264.87,40.3,33.5772819,14,0,17720,34475,0,0,Fully Paid,
0,673,10,70700,1031.04,19.6,56,10,0,9488,14848,0,0,Fully Paid,
0,694,7,81960,2008.02,28.8,34.09079636,13,0,84859,111072,0,0,Fully Paid,
0,739,9,72994,650.86,19.9,28,10,0,10021,20083,0,0,Fully Paid,
0,742,0.5,29958,429.4,18,52,9,1,3505,8487,1,0,Fully Paid,
0,716,6,44586,378.98,11.3,12,11,2,3077,13557,2,0,Fully Paid,
0,726,10,52603,1144.12,14,6,18,0,13466,33666,0,0,Fully Paid,
0,737,10,144398,2093.76,19.3,32.50035108,14,0,38601,90825,0,0,Fully Paid,
0,688,10,99790,454.87,17.5,38.09927762,5,1,21008,30054,1,0,Fully Paid,
0,714,0.5,68523,1490.38,12.7,34.37933632,13,0,4848,23537,0,0,Fully Paid,
0,748,8,82160,1971.85,34.9,32,12,0,25466,27862,0,0,Fully Paid,
0,726,4,78048,799.99,9.5,35.42667278,9,0,20391,31811,0,0,Fully Paid,
0,745,2,90864,545.94,21.2,24,15,0,3922,42633,0,0,Fully Paid,
0,729,3,401680,56.91,11.5,1,4,0,2965,74135,0,0,Fully Paid,
0,738,10,84785,840.78,15.5,34.88112882,15,0,32904,58967,0,0,Fully Paid,
0,746,10,75537,19.51,14,47,8,0,281,9675,0,0,Fully Paid,
0,739,1,29802,389.41,11.8,41,18,0,1557,1689,0,0,Fully Paid,
0,666,7,50945,1057.11,20.5,25,13,0,8309,10599,0,0,Fully Paid,
0,732,10,38851,759.86,21.2,80,13,0,15336,18771,0,0,Fully Paid,
0,741,9,105851,1464.27,15,61,11,0,12793,44730,0,0,Fully Paid,
0,726,10,52666,1127.94,19.4,40,10,0,11217,27972,0,0,Fully Paid,
0,672,0.5,14000,192.5,21.4,80,10,3,2425,8031,1,0,Fully Paid,
0,737,3,29780,600.57,19.4,8,7,0,2327,3458,0,0,Fully Paid,
0,709,2,97790,190.69,26.8,37.19285807,5,1,4194,6743,1,0,Fully Paid,
0,728,1,55253,801.17,22,13,13,1,2297,8537,1,0,Fully Paid,
0,670,3,42669,583.14,13,62,16,0,9031,37786,0,0,Fully Paid,
0,747,3,49560,788.83,9.1,36.90566623,18,0,6250,9920,0,0,Fully Paid,
0,727,10,69594,991.71,15.6,35.46926411,14,0,34146,52613,0,0,Fully Paid,
0,702,10,76704,1214.48,12.5,20,16,0,3490,14665,0,0,Fully Paid,
0,648,10,75750,1458.19,17.4,28.74048352,18,0,17261,17073,0,0,Fully Paid,
0,731,10,30551,394.61,19.1,44.54188578,7,1,12113,19227,1,0,Fully Paid,
0,741,10,61116,203.72,21.5,35.1329104,6,0,7056,11605,0,0,Fully Paid,
0,737,10,66047,1166.82,15.8,37.67359833,10,0,46292,54462,0,0,Fully Paid,
0,680,10,79456,874.02,29.7,11,18,0,27572,44979,0,0,Fully Paid,
0,740,9,56325,943.45,17.1,36.50038708,12,0,17127,31028,0,0,Fully Paid,
0,731,10,48980,824.5,28.3,21,10,0,46465,115013,0,0,Fully Paid,
0,747,10,129835,1264.81,24.5,31.38060967,13,0,11541,37715,0,0,Fully Paid,
0,717,10,60792,967.61,25.5,1,11,0,4022,14064,0,0,Fully Paid,
0,751,10,94207,105.2,33.1,29.89471893,19,0,2786,79604,0,0,Fully Paid,
0,750,2,294840,208.85,14.9,21.38759874,7,0,4428,28938,0,0,Fully Paid,
0,751,6,111808,896.33,22.4,65,10,0,19499,38843,0,0,Fully Paid,
0,686,10,71633,919.29,20.2,40.7274954,5,1,38865,50475,1,0,Fully Paid,
0,730,4,64336,1683.45,21.1,64,6,0,8182,9091,0,0,Fully Paid,
0,720,8,80128,1682.69,17.8,39.38976556,14,0,143784,183632,0,0,Fully Paid,
0,639,10,79424,986.18,17,27.31161691,22,0,34233,99513,0,0,Fully Paid,
0,746,2,70910,104.59,30.7,33.54343674,4,0,7225,19958,0,0,Fully Paid,
0,707,0.5,106454,587.27,40.1,34.13004221,13,1,5384,9953,1,0,Fully Paid,
0,734,5,40106,818.83,13.8,55,10,0,10074,13505,0,0,Fully Paid,
0,738,4,104051,1526.08,8.7,34.67092775,15,0,15285,21025,0,0,Fully Paid,
0,655,10,43661,447.53,25.3,30.29313954,7,0,16090,17662,0,0,Fully Paid,
0,745,10,98319,1327.31,21.7,32.06396964,23,0,7245,71031,0,0,Fully Paid,
0,703,6,37457,775.67,24,77,13,0,22340,29826,0,0,Fully Paid,
0,724,10,54357,457.5,15.9,35.6755756,6,0,11771,15129,0,0,Fully Paid,
0,733,2,44555,597.77,6.6,11,11,0,8490,13455,0,0,Fully Paid,
0,743,1,46639,197.83,43.3,40.95129454,3,1,7709,12275,1,0,Fully Paid,
0,736,3,140378,1789.82,31.4,28.59635447,23,0,22199,52356,0,0,Fully Paid,
0,726,9,70973,1271.6,10.1,34.79389568,19,0,12722,48933,0,0,Fully Paid,
0,668,4,63216,218.62,24.5,40,4,0,5336,6468,0,0,Fully Paid,
0,667,10,80512,1429.09,29,28.17016868,23,0,34879,42796,0,0,Fully Paid,
0,726,1,84831,1194.7,11.1,34.42944428,13,0,13745,15496,0,0,Fully Paid,
0,723,10,238392,1688.61,21,78,12,0,10729,13512,0,0,Fully Paid,
0,747,1,60570,590.56,14.9,37.3804664,7,0,25392,41423,0,0,Fully Paid,
0,747,1,29265,91.21,11,38.59521031,4,0,149,14925,0,0,Fully Paid,
0,742,2,35734,383.24,24.5,36.711084,2,0,0,0,0,0,Fully Paid,
0,739,10,78736,944.83,25.1,34.24951595,10,0,17980,35049,0,0,Fully Paid,
0,695,5,91782,1399.67,13.6,31.79568963,13,0,12753,23145,0,0,Fully Paid,
0,743,10,61368,1283.6,18.4,36.91592257,14,0,28968,39200,0,0,Fully Paid,
0,708,5,42389,989.08,17.9,44,10,0,5220,9962,0,0,Fully Paid,
0,664,1,125588,1077.96,9,38,7,0,2528,27778,0,0,Fully Paid,
0,741,0.5,85587,1105.49,18.5,35.35564544,13,0,40451,59839,0,0,Fully Paid,
0,740,10,80624,290.92,30.4,54,10,0,27574,91306,0,0,Fully Paid,
0,704,4,25523,487.05,8.1,36.55156219,9,0,9353,12973,0,0,Fully Paid,
0,725,10,141918,1478.31,26.8,27.92281207,18,0,3298,73279,0,0,Fully Paid,
0,715,10,58998,909.55,27.1,16,5,0,14323,16425,0,0,Fully Paid,
0,735,1,206476,1287.03,26,25.90139509,10,0,15013,21447,0,0,Fully Paid,
0,741,10,160896,435.76,22.1,37.73057799,7,2,15947,46764,1,1,Fully Paid,
0,743,10,42411,526.61,16.6,37.89146345,3,0,5059,5821,0,0,Fully Paid,
0,677,10,82178,1527.15,21,31.96063382,10,0,40032,56462,0,0,Fully Paid,
0,693,8,250292,3481.14,40,21.82005523,16,0,46522,72578,0,0,Fully Paid,
0,746,3,45630,152.1,18,35.79640637,12,0,5922,25308,0,0,Fully Paid,
0,640,4,64058,800.72,13.5,70,11,1,6910,16145,0,0,Fully Paid,
0,710,5,74705,827.99,14.9,36,5,0,4900,5792,0,0,Fully Paid,
0,679,10,30306,636.43,15.6,34,8,0,10245,11512,0,0,Fully Paid,
0,725,10,48547,1153,22.1,36.1615185,8,0,17932,26885,0,0,Fully Paid,
0,751,10,39680,51.58,16.5,37.18009584,8,0,2875,23957,0,0,Fully Paid,
0,730,1,43749,601.55,22.7,35.91873136,4,0,7693,10043,0,0,Fully Paid,
0,696,4,36238,214.41,13.8,42,6,0,5933,25140,0,0,Fully Paid,
0,743,10,30168,326.82,19.1,36.69076808,16,0,17291,58614,0,0,Fully Paid,
0,727,1,27720,242.55,17.5,36.92482324,4,0,7402,17837,0,0,Fully Paid,
0,720,1,73869,923.36,17.5,33.18203284,18,0,24209,42323,0,0,Fully Paid,
0,741,10,100760,990.8,16.7,48,6,0,2551,4436,0,0,Fully Paid,
0,746,10,119268,1431.22,19.8,9,11,0,4646,12835,0,0,Fully Paid,
0,750,8,78376,1463.02,26.1,34.49236248,15,0,11700,74048,0,0,Fully Paid,
0,713,2,60096,971.55,15,34.31131429,11,0,8293,18934,0,0,Fully Paid,
0,751,10,13272,90.91,23.4,38.60358329,4,0,5044,25221,0,0,Fully Paid,
0,727,5,84363,1546.64,19.6,40.82306009,14,1,2178,11401,1,0,Fully Paid,
0,742,10,111429,2005.72,27,30,14,0,32234,39309,0,0,Fully Paid,
0,641,4,259647,3613.42,25.6,25.57143549,14,0,183105,218502,0,0,Fully Paid,
0,720,2,29145,221.26,6.8,37.7469184,5,0,9024,13059,0,0,Fully Paid,
0,704,3,39184,1008.99,18.5,41.86141384,12,1,4959,11453,1,0,Fully Paid,
0,741,1,15736,279.32,16.8,20,8,0,9716,13723,0,0,Fully Paid,
0,731,1,30003,601.06,12.3,58,4,0,909,2597,0,0,Fully Paid,
0,640,7,108537,1325.96,24.7,23.53181477,27,0,16783,49949,0,0,Fully Paid,
0,700,10,40184,733.36,26.3,40.96613998,7,1,5268,7735,1,0,Fully Paid,
0,728,10,39196,545.48,20.1,34.4650572,22,0,22696,135098,0,0,Fully Paid,
0,748,10,44546,619.92,18.9,36.91228001,9,0,1845,22780,0,0,Fully Paid,
0,736,7,32281,468.07,19.4,36.59029547,11,0,9374,11836,0,0,Fully Paid,
0,722,2,52567,416.59,7.4,36.8206624,3,0,7950,8087,0,0,Fully Paid,
0,739,10,115529,1357.47,16.6,33.77661762,9,0,17347,18593,0,0,Fully Paid,
0,734,3,120936,1441.15,25,29.94468798,24,0,21720,49589,0,0,Fully Paid,
0,747,2,117624,1583.02,28.7,33.11368623,11,0,35767,52062,0,0,Fully Paid,
0,739,10,90243,891.15,24.2,32.43009682,15,0,8955,61336,0,0,Fully Paid,
0,701,10,101100,2830.8,15.6,18,13,0,89837,104341,0,0,Fully Paid,
0,742,2,38348,453.79,9.4,38.21808706,6,0,1839,5590,0,0,Fully Paid,
0,729,2,35551,607.34,18.7,36.55124811,7,0,8368,15354,0,0,Fully Paid,
0,645,6,24968,220.54,13.7,31.3937601,8,0,5626,5793,0,0,Fully Paid,
0,736,10,63837,1143.75,12.5,41,16,0,19095,30024,0,0,Fully Paid,
0,724,10,73718,133.92,17.9,33.181985,7,0,1323,1966,0,0,Fully Paid,
0,726,1,41971,891.88,16,36.65973181,7,0,8311,13692,0,0,Fully Paid,
0,653,4,60918,1243.74,16.6,71,17,0,17965,33579,0,0,Fully Paid,
0,695,4,53472,815.44,6.2,34.59444528,11,0,10053,18651,0,0,Fully Paid,
0,699,1,75765,770.28,11.1,47.82141803,11,2,12806,21705,2,0,Fully Paid,
0,726,2,149475,987.78,13.5,22,23,0,13800,24598,0,0,Fully Paid,
0,740,6,44060,1112.5,6.4,39.07188104,7,0,4461,8023,0,0,Fully Paid,
0,619,6,54406,1065.45,12.7,29.67867712,8,0,22938,31250,0,0,Fully Paid,
0,749,10,99231,1273.46,17.4,35.12759267,17,0,43785,113141,0,0,Fully Paid,
0,750,2,46934,14.86,30,35.14543781,3,0,51,16948,0,0,Fully Paid,
0,744,10,133029,1928.92,25.7,17,11,1,8440,20436,1,0,Fully Paid,
0,706,10,52661,1707.08,14.6,36,14,0,27086,34460,0,0,Fully Paid,
0,739,10,48686,194.75,11.4,15,8,0,6479,20767,0,0,Fully Paid,
0,710,1,122340,1488.47,19.7,31.15335891,12,0,35126,49683,0,0,Fully Paid,
0,738,8,109978,2538.66,11.9,80,15,0,730,10137,0,0,Fully Paid,
0,732,4,57165,125.29,21.4,41.9032091,5,1,1511,26050,1,0,Fully Paid,
0,698,1,37343,886.89,13,35.24378969,11,0,17472,19074,0,0,Fully Paid,
0,734,10,119856,976.83,14.5,46,5,0,13926,15088,0,0,Fully Paid,
0,740,4,68349,734.76,23.2,28,9,1,8805,10978,1,0,Fully Paid,
0,737,10,18216,50.55,15.3,38.19963193,4,0,502,10912,0,0,Fully Paid,
0,737,4,65088,1361.43,15.2,39,10,0,3086,6309,0,0,Fully Paid,
0,743,1,124638,1246.38,23.9,32.38924013,10,0,27345,31324,0,0,Fully Paid,
0,728,10,51650,1377.34,15,37.41575836,12,0,30526,39439,0,0,Fully Paid,
0,746,10,306330,1072.16,19.2,66,18,0,27531,53148,0,0,Fully Paid,
0,736,10,113310,767.68,16.4,43,8,0,19566,29646,0,0,Fully Paid,
0,743,2,78747,899.03,20.7,33,11,0,9293,12559,0,0,Fully Paid,
0,740,10,29023,633.67,18.8,37.46834863,11,0,10189,19445,0,0,Fully Paid,
0,747,4,41416,608.47,17.6,37.77964303,9,0,19927,53281,0,0,Fully Paid,
0,721,1,47539,748.74,15,67,11,1,18424,24275,1,0,Fully Paid,
0,749,7,120312,1874.86,22,33.79996054,9,0,11397,14035,0,0,Fully Paid,
0,725,10,42013,486.65,14.5,25,5,0,5692,8107,0,0,Fully Paid,
0,742,8,91278,1140.98,31.6,32.59328542,9,0,5000,20161,0,0,Fully Paid,
0,728,9,110176,1772,24.3,30,12,0,23834,46280,0,0,Fully Paid,
0,740,7,141386,2156.14,16.6,51,26,0,22559,104441,0,0,Fully Paid,
0,707,10,62131,1936.4,14.1,6,11,0,1537,5433,0,0,Fully Paid,
0,743,1,121320,93.01,10.9,31.72437083,10,0,5406,96532,0,0,Fully Paid,
0,740,10,272250,3924.93,16.8,65,15,0,25567,33640,0,0,Fully Paid,
0,741,6,79830,971.26,17.2,79,16,1,15693,50299,1,0,Fully Paid,
0,721,5,34832,775.01,13.7,77,18,0,17020,20705,0,0,Fully Paid,
0,713,8,59024,998.49,17.6,42.26361546,7,1,8239,23951,1,0,Fully Paid,
0,668,2,52203,704.74,13.1,31.77562687,12,0,15792,16264,0,0,Fully Paid,
0,744,7,59754,1105.45,13.7,37,18,0,4923,7864,0,0,Fully Paid,
0,739,10,75850,891.24,25,33.79329016,12,0,13898,90246,0,0,Fully Paid,
0,741,10,35745,649.37,26.7,36.47229642,8,0,12719,65227,0,0,Fully Paid,
0,732,5,57958,1106.51,15.6,21,20,0,23793,31225,0,0,Fully Paid,
0,743,10,48793,809.16,27.2,36.00947227,13,0,29294,48823,0,0,Fully Paid,
0,735,7,61634,883.43,20.1,41,9,0,6003,12128,0,0,Fully Paid,
0,745,10,59622,770.12,16.4,36.31758393,14,0,19941,57301,0,0,Fully Paid,
0,745,6,68360,1475.44,23,35.33580386,15,0,13894,43420,0,0,Fully Paid,
0,745,10,80400,1266.3,20.2,36.23875532,10,0,33494,78256,0,0,Fully Paid,
0,689,2,99500,587.88,22,29.53114567,5,0,8459,9358,0,0,Fully Paid,
0,742,1,65442,482.09,10,7,8,0,3640,15229,0,0,Fully Paid,
0,730,10,77902,889.38,15.9,20,11,0,15658,25461,0,0,Fully Paid,
0,724,10,151215,933.75,17.7,69,8,1,6140,8977,1,0,Fully Paid,
0,743,6,69076,800.13,16.1,51,20,0,10318,19358,0,0,Fully Paid,
0,741,4,73830,799.83,14,61,7,0,6816,10734,0,0,Fully Paid,
0,700,10,152955,3581.7,43.4,21,17,0,236176,282169,0,0,Fully Paid,
0,742,10,147180,1300.09,29,30.36492359,21,0,70361,246881,0,0,Fully Paid,
0,729,10,29319,891.78,11.5,72,9,0,11966,17494,0,0,Fully Paid,
0,741,1,46055,441.37,7.4,38.47569642,4,0,9233,12245,0,0,Fully Paid,
0,694,10,80640,1263.36,21.3,31.95557603,7,0,7684,8370,0,0,Fully Paid,
0,751,7,113873,948.94,19.7,32.3446402,14,0,4755,60189,0,0,Fully Paid,
0,745,10,81664,1388.29,16.3,44,15,0,18269,43811,0,0,Fully Paid,
0,723,2,44640,442.68,10.3,37.03286927,4,0,11357,12704,0,0,Fully Paid,
0,729,10,84388,1455.69,19.9,20,17,0,22243,36344,0,0,Fully Paid,
0,742,10,82782,800.23,19.9,66,31,0,34332,74312,0,0,Fully Paid,
0,703,10,53167,925.99,14.8,34,9,0,7308,22279,0,0,Fully Paid,
0,747,10,54291,374.15,12.4,32,4,1,3399,5429,0,0,Fully Paid,
0,750,1,38025,201.53,18,35.75428252,18,0,6723,39087,0,0,Fully Paid,
0,727,10,65423,1046.76,16,35.9600103,11,0,28340,30506,0,0,Fully Paid,
0,746,3,86615,909.46,18.5,28,9,0,7319,9878,0,0,Fully Paid,
0,722,2,23618,436.94,8.7,37.83997858,8,0,9150,20890,0,0,Fully Paid,
0,698,10,69062,886.29,14.2,21,9,0,9507,11737,0,0,Fully Paid,
0,749,2,134501,1210.5,15.4,32.82142193,10,0,16315,37335,0,0,Fully Paid,
0,742,0.5,41961,835.72,20.8,36.77206923,15,0,28920,43424,0,0,Fully Paid,
0,734,6,40212,536.16,15,46,8,0,9581,13865,0,0,Fully Paid,
0,741,1,74190,530.46,20.2,19,8,0,6776,9892,0,0,Fully Paid,
0,723,10,22466,247.13,24.4,36.40373818,3,0,6987,7815,0,0,Fully Paid,
0,748,10,93444,879.93,16.9,36.29183538,6,0,35863,43261,0,0,Fully Paid,
0,698,0.5,49709,907.2,22.4,80,11,0,25472,28239,0,0,Fully Paid,
0,739,10,131872,560.46,23.7,12,9,0,4254,8119,0,0,Fully Paid,
0,661,1,35249,743.16,22.6,8,11,0,13588,41553,0,0,Fully Paid,
0,734,10,114673,2186.42,25,38,9,1,16379,29780,1,0,Fully Paid,
0,739,3,78160,677.38,9.5,35.90343568,8,0,11011,14940,0,0,Fully Paid,
0,725,5,52281,264.45,19.1,34.84739434,5,0,3306,6830,0,0,Fully Paid,
0,733,2,30093,397.23,10.8,28,9,0,10654,12534,0,0,Fully Paid,
0,702,1,50960,912.18,17,32.16112692,23,0,11111,46297,0,0,Fully Paid,
0,747,1,122760,2946.24,21.7,37.95660212,16,0,110614,126706,0,0,Fully Paid,
0,738,4,54254,474.73,23.6,63,8,0,4887,8837,0,0,Fully Paid,
0,692,1,95281,1889.73,26.7,37.28272236,14,1,7527,26505,1,0,Fully Paid,
0,735,8,80032,1072.43,17.8,35.14698609,4,0,636,900,0,0,Fully Paid,
0,730,3,37715,587.72,11.1,34,20,0,4485,10193,0,0,Fully Paid,
0,611,4,53341,1297.97,24.2,26.77271533,13,0,13693,38572,0,0,Fully Paid,
0,729,8,50583,1201.34,17.9,43,17,0,19317,45884,0,0,Fully Paid,
0,744,6,55905,889.81,13.4,62,14,0,18660,49894,0,0,Fully Paid,
0,717,4,69027,1622.13,15,34.19471706,20,0,20159,32049,0,0,Fully Paid,
0,709,3,48845,1176.35,16.5,34.06773761,18,0,12510,16310,0,0,Fully Paid,
0,741,10,63091,972.66,18.6,35.04899329,19,0,17550,35312,0,0,Fully Paid,
0,722,10,86139,1119.81,18.5,38,14,1,9682,21186,1,0,Fully Paid,
0,704,3,53535,785.18,13.4,34.25400604,11,0,12393,27298,0,0,Fully Paid,
0,694,7,51319,731.29,27,14,6,0,27767,35921,0,0,Fully Paid,
0,732,1,52769,883.88,16.3,35.44595639,20,0,33028,99184,0,0,Fully Paid,
0,741,5,48745,625.56,14,43.36420492,5,2,3637,13421,0,0,Fully Paid,
0,674,10,38150,699.41,12.9,45,14,0,6853,15062,0,0,Fully Paid,
0,725,10,37762,956.64,21.7,35.69442771,18,0,29254,56259,0,0,Fully Paid,
0,724,9,34195,584.17,12,37.70486132,4,0,7246,14669,0,0,Fully Paid,
0,714,9,125568,1705.64,13.8,31.73135101,17,0,33561,62498,0,0,Fully Paid,
0,745,0.5,49770,825.36,17.5,6,10,0,17045,23285,0,0,Fully Paid,
0,668,10,26420,488.76,15,40,14,0,4545,8512,0,0,Fully Paid,
0,697,2,29772,449.06,8,35.7752824,7,0,4244,6152,0,0,Fully Paid,
0,747,3,19052,15.24,11.9,39.0792551,4,0,101,8407,0,0,Fully Paid,
0,745,5,104127,1067.3,16,51,17,0,3996,22832,0,0,Fully Paid,
0,713,1,43997,791.94,12.2,68,13,0,23063,29606,0,0,Fully Paid,
0,730,10,52905,1595.96,26.2,34.43660538,24,0,27112,42495,0,0,Fully Paid,
0,737,10,40605,416.2,15.1,37.31229237,9,0,17588,31463,0,0,Fully Paid,
0,730,10,54505,576.84,11.6,36.66947884,9,0,17656,18127,0,0,Fully Paid,
0,746,1,99340,2268.26,18.9,35.06315351,13,0,9777,29718,0,0,Fully Paid,
0,741,5,104500,176.78,22.4,80,8,0,1991,86555,0,0,Fully Paid,
0,745,10,55328,805.49,23,36.43632177,7,0,12123,21533,0,0,Fully Paid,
0,737,2,62465,211.86,15.4,54,9,0,6415,13392,0,0,Fully Paid,
0,730,10,70208,905.68,30.7,2,7,0,2804,24598,0,0,Fully Paid,
0,732,3,50255,571.66,21.5,34.85775911,13,0,14842,27384,0,0,Fully Paid,
0,748,10,48755,877.59,14.5,37,23,0,668,18554,0,0,Fully Paid,
0,739,7,40656,752.13,32.1,34.80247934,13,0,13708,24134,0,0,Fully Paid,
0,617,10,743053,3343.74,22.5,55,18,0,64458,91690,0,0,Fully Paid,
0,707,8,40728,814.56,15.6,35.47286109,9,0,13156,13849,0,0,Fully Paid,
0,736,9,31267,708.72,8,70,8,0,10301,15443,0,0,Fully Paid,
0,686,2,70847,1287.06,8.5,33.17856999,10,0,7795,15285,0,0,Fully Paid,
0,732,8,42878,543.12,12.5,37.91080117,5,0,18638,22267,0,0,Fully Paid,
0,728,10,52125,1394.34,26.7,62,21,0,30848,43880,0,0,Fully Paid,
0,706,10,78904,185.42,13.2,7,12,1,3218,12522,1,0,Fully Paid,
0,734,4,59788,722.45,27,42.54413062,4,1,12271,14105,1,0,Fully Paid,
0,748,2,152832,1067.27,19.7,31.83755611,22,1,7973,22846,0,0,Fully Paid,
0,734,2,41156,572.75,16,36.24591377,10,0,2960,3615,0,0,Fully Paid,
0,749,9,103709,1374.14,18.6,34.7226264,8,0,9602,28076,0,0,Fully Paid,
0,731,6,45641,1007.9,23.4,76,12,2,7988,17672,2,0,Fully Paid,
0,660,10,67708,1376.72,24.2,30.52237327,9,0,23329,29272,0,0,Fully Paid,
0,601,6,57658,1028.23,9.6,22,28,0,7203,14523,0,0,Fully Paid,
0,731,9,114391,752.12,16.1,25,22,1,12271,37756,0,1,Fully Paid,
0,700,1,79224,1168.55,27.2,57,13,1,9538,25033,1,0,Fully Paid,
0,739,10,63965,911.5,18.8,16,7,0,3915,8438,0,0,Fully Paid,
0,722,10,57913,1201.69,17,38,16,0,15745,35381,0,0,Fully Paid,
0,742,8,39548,718.46,35,34.98195608,11,0,16231,53747,0,0,Fully Paid,
0,715,1,60216,1114,19.5,33.24199521,17,0,9554,12538,0,0,Fully Paid,
0,722,3,84779,458.52,9,34.36505208,6,0,11656,20889,0,0,Fully Paid,
0,649,5,87058,2205.48,21.4,24.65422245,45,0,16502,30786,0,0,Fully Paid,
0,732,1,29361,459.99,10.9,19,7,0,7683,10671,0,0,Fully Paid,
0,745,1,83547,1322.82,15.8,35.51624751,20,0,41580,62620,0,0,Fully Paid,
0,673,10,91364,2893.19,45.2,61,20,0,18646,71442,0,0,Fully Paid,
0,721,3,39188,744.57,24,42.50140688,9,1,8189,9749,1,0,Fully Paid,
0,740,10,100080,2018.28,19.4,13,13,0,13097,14008,0,0,Fully Paid,
0,740,8,45041,1084.73,16.2,14,15,0,11549,23007,0,0,Fully Paid,
0,742,7,78680,1312.65,16.5,53,14,0,27846,66777,0,0,Fully Paid,
0,698,3,44096,1117.09,7.3,34.60689883,19,0,11862,18419,0,0,Fully Paid,
0,743,1,88002,1437.37,12.3,35.94029286,19,0,43235,60050,0,0,Fully Paid,
0,742,10,73500,1078,18.6,24,5,0,4297,4997,0,0,Fully Paid,
0,704,3,59544,1538.22,16.6,56,12,0,44504,60965,0,0,Fully Paid,
0,729,10,80098,807.65,15.2,35.28506172,2,0,6393,8207,0,0,Fully Paid,
0,731,5,63333,1572.77,13,35.54802555,17,0,4728,10123,0,0,Fully Paid,
0,732,4,49025,584.21,17.3,35.07796221,12,0,62,10295,0,0,Fully Paid,
0,728,3,67677,201.9,5.7,35.36999676,9,0,9567,64639,0,0,Fully Paid,
0,707,10,45747,789.14,16,35.35625193,7,0,12422,14327,0,0,Fully Paid,
0,746,10,118146,1181.46,21.8,33,10,0,11844,16202,0,0,Fully Paid,
0,748,10,88128,998.78,30.9,33.44035811,10,0,14792,27752,0,0,Fully Paid,
0,696,10,64857,1237.69,17.3,34.3758141,9,0,33695,49770,0,0,Fully Paid,
0,744,5,205800,2349.55,21.6,51,19,0,3209,18991,0,0,Fully Paid,
0,722,6,25428,701.37,11.9,55,24,0,6685,25134,0,0,Fully Paid,
0,742,3,100310,743.13,14,34.25637489,7,0,9346,11538,0,0,Fully Paid,
